Shipment_ID,Origin_City,Destination_City,Carrier,Transport_Mode,Distance_KM,Weight_KG,Delivery_Time_Days,Shipping_Cost_INR,On_Time,Distance_KM_norm,Weight_KG_norm,Delivery_Time_Days_norm,Shipping_Cost_INR_norm
SHIP100344,Mumbai,Pune,Bluedart,Road,510.9,51.22,5.81,5590.12,Yes,0.525335759002622,0.23305025755255462,0.5410775697363392,0.551660183762577
SHIP100121,Kolkata,Bangalore,Xpressbees,Road,596.8,53.41,6.82,6450.1,Yes,0.6172614907164643,0.24321314214116663,0.6439943956183926,0.641727515895683
SHIP100470,Bangalore,Kolkata,Delhivery,Road,196.9,216.49,2.12,6288.41,Yes,0.1893092193268768,1.0,0.1650745128009171,0.6247934163438307
SHIP100435,Mumbai,Mumbai,Ekart,Road,492.9,54.43,3.77,5007.31,Yes,0.5060730911231206,0.24794654044271194,0.33320596102407335,0.4906213900226116
SHIP100307,Delhi,Hyderabad,Dtdc,Road,314.7,3.85,4.47,2543.28,Yes,0.3153726791160576,0.013225671724906027,0.4045344542096548,0.23255886717796775
SHIP100463,Chennai,Bangalore,Delhivery,Road,485.0,35.93,5.6,5298.09,Yes,0.4976189202204506,0.16209568889507633,0.5196790217806648,0.5210753294603481
SHIP100158,Kolkata,Mumbai,Dtdc,Road,234.7,68.17,2.6,3221.58,Yes,0.22976082187382957,0.3117081999164694,0.21398547955674435,0.30359850924625503
SHIP100085,Chennai,Bangalore,Delhivery,Road,483.2,87.06,5.71,5136.31,Yes,0.49569265343250046,0.3993688802264606,0.5308877849955419,0.5041318040382523
SHIP100225,Kolkata,Pune,Ekart,Road,163.0,82.38,2.4,2823.26,Yes,0.15303119482048266,0.37765093507819386,0.19360591007514963,0.2618817021864877
SHIP100262,Bangalore,Kolkata,Bluedart,Air,502.8,107.72,4.34,5553.63,Yes,0.5166675584568464,0.49524339876560397,0.3912877340466182,0.5478385170383078
SHIP100331,Bangalore,Mumbai,Xpressbees,Road,704.2,24.52,8.91,5339.16,No,0.7321954090641556,0.10914659612975079,0.8569608967010571,0.5253766682481182
SHIP100403,Delhi,Mumbai,Dtdc,Rail,602.5,66.12,6.87,5006.27,Yes,0.6233613355449731,0.3021949974476774,0.6490892879887912,0.4905124688553538
SHIP100076,Hyderabad,Mumbai,Dtdc,Road,684.3,41.32,8.32,6939.55,Yes,0.7108994595751512,0.18710845050814423,0.7968411667303528,0.6929885402364218
SHIP100438,Pune,Mumbai,Xpressbees,Air,484.1,85.25,6.11,4990.11,Yes,0.4966557868264756,0.39096941853450273,0.5716469239587314,0.4888200014871928
SHIP100376,Pune,Bangalore,Dtdc,Road,366.4,87.59,4.55,5136.31,Yes,0.3706993418588475,0.4018283911086361,0.4126862820022927,0.5041318040382523
SHIP100087,Mumbai,Delhi,Ekart,Road,275.1,134.76,5.36,4711.05,No,0.27299480978115476,0.6207248596222562,0.49522353840275124,0.4595935198189395
SHIP100182,Mumbai,Bangalore,Bluedart,Road,348.4,216.49,3.82,7657.61,Yes,0.3514366739793462,1.0,0.338300853394472,0.768192322314491
SHIP100105,Delhi,Hyderabad,Bluedart,Road,617.0,216.49,7.27,7550.25,Yes,0.638878484670127,1.0,0.6898484269519806,0.7569483064329471
SHIP100401,Mumbai,Mumbai,Bluedart,Road,428.3,70.405,5.85,6157.0,Yes,0.4369415164000215,0.32207991090073784,0.5451534836326581,0.6110305984694482
SHIP100049,Chennai,Delhi,Ekart,Road,483.0,197.88,5.67,6431.33,Yes,0.49547862378939495,0.9136386839296486,0.526811871099223,0.6397616982904614
SHIP100417,Kolkata,Delhi,Bluedart,Road,595.5,51.75,7.5,6357.94,Yes,0.6158702980362781,0.23550976843473015,0.7132849318558145,0.6320754247663692
SHIP100005,Kolkata,Pune,Ekart,Road,213.9,82.16,3.8,3371.62,Yes,0.20750173899085028,0.37663000603276253,0.3362628964463125,0.3193124822610358
SHIP100017,Chennai,Delhi,Dtdc,Road,424.1,64.37,5.48,4829.93,Yes,0.43244689389480456,0.2940739709499281,0.507451280091708,0.4720440470916478
SHIP100234,Delhi,Bangalore,Delhivery,Rail,341.6,8.39,5.64,2522.64,Yes,0.34415966611375687,0.03429393475335282,0.5237549356769837,0.23039720093546523
SHIP100405,Bangalore,Chennai,Xpressbees,Road,433.7,20.42,5.27,3619.59,Yes,0.44272031676387186,0.09012019119216669,0.48605273213603356,0.3452828494196282
SHIP100399,Chennai,Bangalore,Delhivery,Rail,274.6,174.59,5.06,4455.86,Yes,0.2724597356733908,0.8055594227110306,0.46465418418035914,0.43286698840303756
SHIP100106,Pune,Kolkata,Dtdc,Road,460.3,41.02,5.12,4471.01,Yes,0.4711862592969127,0.1857162745371015,0.4707680550248376,0.43445367656068856
SHIP100134,Mumbai,Kolkata,Bluedart,Road,521.9,86.38,10.31375,5606.56,No,0.5371073893734283,0.3962132813587637,1.0,0.5533819760603842
SHIP100406,Pune,Hyderabad,Bluedart,Air,509.8,75.9,5.86,5162.73,Yes,0.5241585959655414,0.3475799341036707,0.546172462106738,0.5068988206141688
SHIP100226,Pune,Chennai,Dtdc,Road,542.4,142.53,5.08,7402.51,Yes,0.5590454277917493,0.6567822172722632,0.46669214112851864,0.7414752167688328
SHIP100214,Hyderabad,Bangalore,Dtdc,Air,383.0,16.42,6.15,2911.39,Yes,0.38846380223660987,0.07155784491159684,0.5757228378550503,0.2711117237926769
SHIP100190,Pune,Mumbai,Dtdc,Road,590.1,92.71,7.9,5908.49,Yes,0.6100914976724278,0.4255881943477655,0.7540440708190039,0.585003676089395
SHIP100445,Mumbai,Bangalore,Delhivery,Rail,697.3,66.59,6.29,5892.12,Yes,0.7248113863770133,0.30437607313564435,0.5899885364921665,0.5832892150239993
SHIP100320,Bangalore,Kolkata,Delhivery,Road,537.3,113.61,4.33,6187.18,Yes,0.5535876718925572,0.5225764536637431,0.39026875557253854,0.6141914069577586
SHIP100282,Bangalore,Mumbai,Delhivery,Air,528.6,60.82,5.35,5580.31,Yes,0.5442773824174649,0.27759988862592233,0.49420455992867146,0.5506327639060388
SHIP100029,Pune,Kolkata,Bluedart,Road,480.7,30.51,4.15,4416.25,Yes,0.49301728289368085,0.13694370968490419,0.3719271430391033,0.4287185581769948
SHIP100169,Mumbai,Kolkata,Xpressbees,Road,371.3,23.72,5.34,2958.38,Yes,0.375943068114934,0.10543412687363682,0.49318558145459174,0.2760330753786843
SHIP100180,Bangalore,Mumbai,Bluedart,Road,350.7,13.53,5.79,3569.99,Yes,0.35389801487506023,0.058146549723885096,0.5390396127881798,0.34008814759656014
SHIP100100,Mumbai,Delhi,Bluedart,Road,689.1,101.39,7.53,7763.88,Yes,0.716036171009685,0.46586848577660217,0.7163418672780537,0.7793221804341975
SHIP100197,Pune,Delhi,Xpressbees,Road,622.0,41.46,6.31,6130.94,Yes,0.6442292257477662,0.18775813262796417,0.592026493440326,0.6083012853745055
SHIP100209,Pune,Pune,Ekart,Rail,783.7,7.11,5.395,5848.02,No,0.8172721921986197,0.028353983943570468,0.4987899630620302,0.578670538604699
SHIP100135,Kolkata,Chennai,Xpressbees,Road,332.8,28.89,3.97,2865.68,Yes,0.33474236181711176,0.12942595944127339,0.35358553050566804,0.26632442902791
SHIP100475,Chennai,Chennai,Dtdc,Rail,187.6,30.82,4.4,2014.35,Yes,0.1793568409224678,0.13838229152164833,0.39740160489109666,0.1771630277570932
SHIP100433,Pune,Mumbai,Delhivery,Air,659.1,74.17,7.15,7559.84,Yes,0.6839317245438494,0.33955171933732425,0.6776206852630238,0.7579526852733346
SHIP100198,Mumbai,Mumbai,Bluedart,Air,465.9,98.42,4.01,5981.19,Yes,0.47717908930386865,0.45208594366327903,0.35766144440198694,0.5926176846082869
SHIP100373,Pune,Mumbai,Ekart,Rail,508.4,31.47,7.1,4561.71,Yes,0.5226603884638024,0.14139867279224091,0.672525792892625,0.44395285912827454
SHIP100166,Kolkata,Delhi,Ekart,Road,428.2,156.78,4.17,5882.13,Yes,0.4368345015784687,0.7229105758967933,0.37396509998726274,0.5822429434269741
SHIP100388,Delhi,Mumbai,Xpressbees,Road,542.5,216.49,5.55,8883.95,Yes,0.5591524426133021,1.0,0.5145841294102662,0.8966292302520166
SHIP100136,Hyderabad,Mumbai,Ekart,Road,354.8,144.19,4.37,5779.01,Yes,0.3582856225587245,0.6644855909786996,0.39434466946885743,0.5714429907657892
SHIP100285,Chennai,Pune,Xpressbees,Road,268.2,60.39,4.4,2894.59,Yes,0.26561078709401253,0.27560443640076104,0.39740160489109666,0.2693522280138958
SHIP100335,Pune,Bangalore,Ekart,Air,527.1,78.46,7.35,4705.14,Yes,0.5426721600941732,0.35945983572323537,0.6980002547446185,0.4589745543396183
SHIP100131,Bangalore,Delhi,Ekart,Air,661.2,4.67,5.55,5642.01,Yes,0.686179035796458,0.01703095271242285,0.5145841294102662,0.5570947216173956
SHIP100039,Pune,Mumbai,Delhivery,Air,409.5,52.36,5.7,4383.2,Yes,0.4168227299480979,0.23834052624251703,0.5298688065214622,0.4252571691598093
SHIP100215,Mumbai,Kolkata,Dtdc,Road,646.0,108.49,7.19,6622.74,Yes,0.6699127829204347,0.49881665042461365,0.6816965991593428,0.6598084296604907
SHIP100043,Hyderabad,Kolkata,Dtdc,Road,586.6,52.66,8.33,5431.17,No,0.6063459789180803,0.23973270221355977,0.7978601452044325,0.5350130495936927
SHIP100054,Chennai,Bangalore,Xpressbees,Air,665.4,83.9,7.2,5861.16,Yes,0.6906736583016749,0.3847046266648104,0.6827155776334225,0.5800467156602456
SHIP100299,Hyderabad,Hyderabad,Bluedart,Road,404.6,97.95,4.17,4662.66,Yes,0.41157900369201145,0.4499048679753121,0.37396509998726274,0.4545255435847004
SHIP100460,Bangalore,Hyderabad,Xpressbees,Road,457.8,67.04,5.85,5204.98,Yes,0.4685108887580931,0.3064643370922085,0.5451534836326581,0.5113237430340201
SHIP100035,Delhi,Mumbai,Bluedart,Road,182.7,119.38,3.75,3562.56,Yes,0.17411311466638132,0.5493526381734651,0.3311680040759139,0.3393099896420159
SHIP100315,Kolkata,Mumbai,Delhivery,Road,644.4,192.84,8.33,5136.31,Yes,0.6682005457755901,0.8902501276161306,0.7978601452044325,0.5041318040382523
SHIP100309,Mumbai,Kolkata,Ekart,Road,656.7,68.73,5.395,7235.52,Yes,0.6813633688265827,0.31430692839574925,0.4987899630620302,0.7239860381915317
SHIP100276,Mumbai,Pune,Ekart,Road,481.8,49.89,5.27,5284.87,Yes,0.4941944459307615,0.22687827741426517,0.48605273213603356,0.5196907738534737
SHIP100124,Mumbai,Mumbai,Bluedart,Road,419.9,110.81,6.37,5321.65,Yes,0.4279522713895875,0.5095828112673442,0.5981403642848044,0.5235428128263053
SHIP100142,Hyderabad,Mumbai,Ekart,Road,493.3,66.18,4.81,5632.24,Yes,0.5065011504093319,0.302473432641886,0.4391797223283657,0.5560714910365211
SHIP100110,Mumbai,Delhi,Xpressbees,Road,546.9,34.72,5.22,4582.32,Yes,0.5638610947616246,0.15648057914520394,0.4809578397656349,0.4461113834140293
SHIP100323,Kolkata,Bangalore,Delhivery,Rail,635.4,70.405,5.79,6823.8,Yes,0.6585692118358394,0.32207991090073784,0.5390396127881798,0.6808658237844031
SHIP100332,Kolkata,Delhi,Bluedart,Air,435.7,163.37,5.395,5402.64,Yes,0.4448606131949276,0.7534920413940321,0.4987899630620302,0.5320250487265126
SHIP100393,Kolkata,Delhi,Delhivery,Air,649.7,216.49,6.76,8526.06,Yes,0.6738723313178877,1.0,0.6378805247739141,0.8591467335693991
SHIP100441,Mumbai,Delhi,Delhivery,Air,572.0,110.88,5.39,5920.0,Yes,0.5907218149713737,0.5099076523272541,0.49828047382499036,0.5862091401616433
SHIP100107,Chennai,Chennai,Dtdc,Road,498.3,32.5,4.16,4165.86,Yes,0.5118518914869711,0.14617847695948769,0.372946121513183,0.40249473984074463
SHIP100465,Kolkata,Pune,Dtdc,Road,212.4,87.38,3.57,2675.46,Yes,0.2058965166675585,0.40085386792890615,0.31282639154247865,0.24640232860887767
SHIP100012,Chennai,Bangalore,Delhivery,Air,437.3,125.33,5.65,4652.13,Yes,0.4465728503397722,0.5769641282658128,0.5247739141510636,0.4534227167662143
SHIP100272,Chennai,Mumbai,Xpressbees,Air,267.2,198.19,3.99,5639.69,Yes,0.2645406388784847,0.9150772657663928,0.35562348745382755,0.5568517436288971
SHIP100047,Pune,Mumbai,Dtdc,Road,520.5,136.34,5.17,7344.28,Yes,0.5356091818716894,0.6280569864030814,0.4758629473952362,0.7353766787213074
SHIP100203,Bangalore,Bangalore,Delhivery,Road,114.0,69.6,1.41,2003.2,Yes,0.10059393225961798,0.31834423871177314,0.09272704114125588,0.17599526716581884
SHIP100430,Pune,Chennai,Dtdc,Road,431.2,66.52,5.71,4355.21,Yes,0.44004494622505225,0.30405123207573437,0.5308877849955419,0.4223257235140901
SHIP100119,Hyderabad,Hyderabad,Ekart,Rail,400.2,60.6,5.25,3899.99,Yes,0.4068703515436889,0.27657895958049095,0.4840147751878741,0.37464967182261766
SHIP100021,Mumbai,Delhi,Delhivery,Road,669.4,43.48,6.59,5552.5,Yes,0.6949542511637863,0.19713211749965193,0.6205578907145586,0.5477201700008065
SHIP100402,Bangalore,Delhi,Dtdc,Air,400.2,54.48,3.21,4819.1,Yes,0.4068703515436889,0.24817856977121905,0.27614316647560816,0.47090980070568356
SHIP100083,Mumbai,Bangalore,Bluedart,Rail,474.6,83.85,6.71,5294.57,Yes,0.486489378778961,0.3844725973363033,0.6327856324035155,0.5207066732019368
SHIP100130,Pune,Pune,Xpressbees,Rail,569.3,61.82,5.69,5778.33,Yes,0.5878324147894484,0.28224047519606477,0.5288498280473825,0.5713717730795052
SHIP100449,Pune,Pune,Xpressbees,Road,686.7,48.92,6.0,5970.45,Yes,0.7134678152924182,0.22237690844122696,0.5604381607438542,0.5914928640925662
SHIP100329,Hyderabad,Delhi,Dtdc,Road,257.8,55.62,3.51,2559.51,Yes,0.25448124565252295,0.25346883846118146,0.3067125206980002,0.23425866577854024
SHIP100229,Hyderabad,Bangalore,Dtdc,Road,20.0,71.26,1.22,1362.28,Yes,0.0,0.3260476124182097,0.07336645013374092,0.1088705032053195
SHIP100498,Hyderabad,Mumbai,Ekart,Air,165.4,116.52,1.98,3643.54,Yes,0.15559955053774951,0.5360805605828576,0.1508088141638008,0.34779117822330724
SHIP100286,Mumbai,Bangalore,Delhivery,Air,561.4,59.41,6.6,5437.44,Yes,0.5793782438867784,0.2710566615620214,0.6215768691886383,0.5356697185539876
SHIP100123,Bangalore,Hyderabad,Delhivery,Road,345.0,70.405,5.65,3890.55,Yes,0.3477981700465515,0.32207991090073784,0.5247739141510636,0.37366100276596925
SHIP100033,Pune,Pune,Xpressbees,Air,664.3,216.49,5.76,8645.54,Yes,0.6894964952645942,1.0,0.5359826773659406,0.871660099977064
SHIP100477,Hyderabad,Chennai,Delhivery,Rail,314.6,62.77,4.99,3727.44,Yes,0.31526566429450487,0.2866490324377001,0.457521334861801,0.3565781839280534
SHIP100004,Bangalore,Hyderabad,Ekart,Road,451.9,216.49,6.27,7944.72,Yes,0.46219701428647875,1.0,0.5879505795440071,0.798261895710077
SHIP100411,Hyderabad,Chennai,Bluedart,Air,403.3,59.75,6.09,3571.96,Yes,0.4101878110118252,0.27263446099586985,0.5696089670105718,0.34029446942300057
SHIP100019,Mumbai,Hyderabad,Xpressbees,Road,558.0,106.89,6.52,6091.6,Yes,0.5757397399539838,0.49139171191238573,0.6134250413960004,0.6041811327591932
SHIP100219,Chennai,Pune,Dtdc,Road,248.5,63.23,4.02,3256.16,Yes,0.2445288672481139,0.28878370225996564,0.35868042287606666,0.3072201380575795
SHIP100379,Pune,Pune,Dtdc,Road,403.4,186.95,4.98,6896.95,Yes,0.41029482583337795,0.8629170727179915,0.4565023563877213,0.6885269616545125
SHIP100067,Chennai,Pune,Bluedart,Rail,637.2,40.64,7.67,6340.53,Yes,0.6604954786237895,0.18395285164044733,0.73060756591517,0.6302520425337158
SHIP100419,Bangalore,Delhi,Bluedart,Road,780.9,77.68,5.395,7707.96,Yes,0.8142757771951417,0.3558401781985243,0.4987899630620302,0.7734655730562546
SHIP100356,Kolkata,Chennai,Bluedart,Road,270.1,70.405,2.03,4175.48,Yes,0.26764406870351554,0.32207991090073784,0.15590370653419944,0.40350226063788003
SHIP100149,Hyderabad,Mumbai,Dtdc,Air,571.2,101.5,7.95,6724.19,No,0.5898656963989514,0.4663789502993178,0.7591389631894025,0.6704334800627134
SHIP100224,Bangalore,Mumbai,Ekart,Air,366.1,85.83,4.18,4348.37,Yes,0.3703782973941892,0.39366095874518536,0.37498407846134246,0.42160935737558636
SHIP100247,Chennai,Pune,Bluedart,Rail,305.4,39.3,5.395,2709.66,No,0.3054203007116486,0.17773446563645642,0.4987899630620302,0.24998415930139636
SHIP100446,Pune,Pune,Dtdc,Road,425.3,120.86,4.54,5888.14,Yes,0.43373107175343795,0.5562207062972759,0.41166730352821296,0.5828723820954548
SHIP100151,Bangalore,Mumbai,Delhivery,Air,229.6,58.45,2.94,3097.79,Yes,0.22430306597463753,0.2666016984546847,0.24863074767545534,0.2906337483858197
SHIP100484,Chennai,Pune,Xpressbees,Road,488.4,94.59,6.62,4544.75,Yes,0.5012574241532453,0.4343124970996334,0.6236148261367979,0.44217660624683847
SHIP100317,Chennai,Chennai,Xpressbees,Rail,680.6,70.405,9.31,5136.31,No,0.7069399111776983,0.32207991090073784,0.8977200356642466,0.5041318040382523
SHIP100291,Pune,Bangalore,Dtdc,Air,697.5,151.96,6.37,9006.62,Yes,0.7250254160201189,0.7005429486287067,0.5981403642848044,0.9094766913938664
SHIP100233,Mumbai,Hyderabad,Dtdc,Road,367.7,68.18,5.06,3637.47,Yes,0.37209053453903373,0.3117546057821709,0.46465418418035914,0.34715545564133093
SHIP100010,Pune,Pune,Bluedart,Road,460.2,204.12,5.63,5780.81,Yes,0.4710792444753599,0.9425959441273377,0.522735957202904,0.5716315081706586
SHIP100279,Bangalore,Kolkata,Bluedart,Air,465.5,200.32,5.59,7188.0,Yes,0.47675103001765756,0.9249617151607963,0.5186600433065851,0.7190091787029794
SHIP100071,Delhi,Kolkata,Bluedart,Rail,362.2,91.55,3.49,4856.25,Yes,0.3662047193536305,0.42020511392640025,0.3046745637498408,0.47480059047840484
SHIP100252,Bangalore,Kolkata,Ekart,Road,20.0,157.76,1.85,2578.28,Yes,0.0,0.7274583507355329,0.13756209400076425,0.23622448338376173
SHIP100092,Delhi,Pune,Bluedart,Road,663.4,65.24,7.98,5136.31,Yes,0.6885333618706192,0.298111281265952,0.7621958986116418,0.5041318040382523
SHIP100483,Hyderabad,Pune,Delhivery,Air,570.8,57.31,10.31375,4994.89,No,0.5894376371127402,0.26131142976472227,1.0,0.4893206199290127
SHIP100349,Mumbai,Bangalore,Delhivery,Road,655.2,77.32,8.0,6215.94,Yes,0.6797581465032909,0.35416956703327296,0.7642338555598013,0.6172034961600051
SHIP100415,Delhi,Delhi,Ekart,Road,645.5,29.11,5.79,5993.1,Yes,0.6693777088126707,0.13044688848670472,0.5390396127881798,0.593865041437173
SHIP100374,Bangalore,Mumbai,Xpressbees,Road,237.8,58.16,3.81,3181.24,Yes,0.23307828134196593,0.2652559283493433,0.3372818749203923,0.2993736247393485
SHIP100400,Delhi,Pune,Delhivery,Air,649.3,36.25,6.81,6137.33,Yes,0.6734442720316764,0.16358067659752193,0.6429754171443127,0.608970522161792
SHIP100192,Chennai,Delhi,Ekart,Rail,302.7,122.14,4.88,3821.84,Yes,0.3025309005297234,0.5621606571070583,0.4463125716469239,0.36646487449453774
SHIP100257,Pune,Delhi,Dtdc,Road,542.9,216.49,5.46,6952.26,Yes,0.5595805018995131,1.0,0.5054133231435486,0.6943196825785831
SHIP100488,Pune,Pune,Bluedart,Road,643.7,13.26,6.52,4559.41,Yes,0.6674514420247206,0.05689359134994663,0.6134250413960004,0.4437119757776081
SHIP100339,Kolkata,Chennai,Delhivery,Road,916.1,72.85,10.31375,7460.24,No,0.9589598159345072,0.33342614506473617,1.0,0.7475213888705609
SHIP100495,Mumbai,Kolkata,Bluedart,Air,164.9,84.67,0.5,2839.9,Yes,0.15506447642998558,0.3882778783238201,0.0,0.2636244408626137
SHIP100195,Chennai,Bangalore,Xpressbees,Air,368.4,128.87,5.3,5751.73,Yes,0.3728396382899032,0.5933918047241171,0.4891096675582728,0.5685859047631017
SHIP100343,Pune,Pune,Bluedart,Road,386.4,194.39,5.02,6226.42,Yes,0.3921023061694045,0.8974430367998514,0.4605782702840402,0.6183010863839116
SHIP100137,Delhi,Delhi,Dtdc,Road,555.5,159.77,5.46,6023.29,Yes,0.5730643694151641,0.7367859297415194,0.5054133231435486,0.5970268972443992
SHIP100260,Mumbai,Mumbai,Dtdc,Road,593.0,137.84,6.87,6403.46,Yes,0.6131949274974585,0.635017866258295,0.6490892879887912,0.6368428204717334
SHIP100038,Mumbai,Kolkata,Bluedart,Rail,204.0,41.04,5.08,2562.98,No,0.19690727165712454,0.18580908626850431,0.46669214112851864,0.23462208544237179
SHIP100201,Mumbai,Bangalore,Ekart,Road,415.1,58.71,6.53,5136.31,No,0.4228155599550539,0.2678082509629217,0.6144440198700802,0.5041318040382523
SHIP100472,Kolkata,Bangalore,Dtdc,Air,179.2,134.24,3.74,3922.23,Yes,0.17036759591203385,0.6183117546057821,0.3301490256018342,0.37697890909167076
SHIP100290,Delhi,Kolkata,Delhivery,Road,417.1,8.81,5.09,3503.11,Yes,0.4249558563861096,0.03624298111281266,0.46771111960259837,0.3330836786867459
SHIP100448,Mumbai,Bangalore,Dtdc,Air,740.2,52.98,6.8,7472.69,Yes,0.7707207448231582,0.24121768991600537,0.641956438670233,0.7488253009209075
SHIP100189,Bangalore,Mumbai,Bluedart,Rail,556.7,27.29,7.48,4742.39,Yes,0.5743485472737976,0.12200102092904543,0.7112469749076551,0.462875817301499
SHIP100251,Pune,Mumbai,Xpressbees,Road,315.5,216.49,4.08,5652.42,Yes,0.3162287976884799,1.0,0.3647942937205451,0.5581849806088903
SHIP100112,Delhi,Kolkata,Dtdc,Road,384.3,5.46,5.75,3061.61,Yes,0.38985499491679604,0.0206970161028354,0.5349636988918609,0.28684454854794467
SHIP100437,Delhi,Mumbai,Ekart,Road,540.2,76.99,4.22,4686.9,Yes,0.5566911017175881,0.35263817346512594,0.3790599923576614,0.4570642446369417
SHIP100183,Mumbai,Kolkata,Delhivery,Air,483.2,75.64,4.94,5441.5,Yes,0.49569265343250046,0.3463733815954336,0.4524264424914024,0.5360949300338599
SHIP100152,Bangalore,Hyderabad,Ekart,Road,412.4,55.45,4.72,4936.29,Yes,0.41992615977312864,0.25267993874425726,0.43000891606164815,0.4831833310815976
SHIP100312,Hyderabad,Mumbai,Xpressbees,Air,615.5,73.93,8.67,5867.16,No,0.6372732623468351,0.33843797856049007,0.8325054133231435,0.5806751070098103
SHIP100325,Kolkata,Kolkata,Xpressbees,Road,377.3,184.1,5.15,5500.0,Yes,0.3823639574081011,0.8496914009930855,0.4738249904470768,0.5422217456921156
SHIP100191,Bangalore,Bangalore,Delhivery,Road,350.8,216.49,3.94,7699.42,Yes,0.35400502969661307,1.0,0.3505285950834288,0.7725711627020411
SHIP100044,Kolkata,Hyderabad,Delhivery,Air,346.2,34.61,4.76,3708.55,Yes,0.34908234790518494,0.15597011462248828,0.4340848299579671,0.3545997984958406
SHIP100444,Chennai,Pune,Dtdc,Road,542.0,123.83,5.35,7289.22,Yes,0.5586173685055381,0.570003248410599,0.49420455992867146,0.7296101407701355
SHIP100275,Mumbai,Pune,Bluedart,Air,574.8,48.67,5.01,5118.16,Yes,0.5937182299748516,0.22121676179869135,0.45955929180996047,0.5022309202058192
SHIP100006,Pune,Pune,Ekart,Road,258.3,63.12,3.88,3526.81,Yes,0.2550163197602869,0.28827323773724994,0.3444147242389504,0.33556582451752637
SHIP100250,Chennai,Delhi,Delhivery,Road,954.4499999999998,128.09,10.31375,9870.953749999999,Yes,1.0,0.589772147199406,1.0,1.0
SHIP100311,Mumbai,Hyderabad,Ekart,Air,191.1,53.65,3.0,5136.31,Yes,0.18310235967681526,0.2443268829180008,0.25474461851993374,0.5041318040382523
SHIP100075,Kolkata,Bangalore,Dtdc,Air,503.9,210.54,5.76,7668.65,Yes,0.517844721493927,0.9723885099076522,0.5359826773659406,0.7693485623976901
SHIP100000,Bangalore,Hyderabad,Bluedart,Road,445.5,83.56,5.35,4666.9,Yes,0.4553480657071005,0.383126827230962,0.49420455992867146,0.4549696068050594
SHIP100428,Pune,Chennai,Delhivery,Rail,621.1,101.22,3.91,6036.85,Yes,0.6432660923537912,0.4650795860596779,0.34747165966118965,0.5984470616944155
SHIP100391,Delhi,Pune,Dtdc,Road,538.1,100.68,5.08,6930.64,Yes,0.5544437904649795,0.46257366931180105,0.46669214112851864,0.6920553790823183
SHIP100383,Kolkata,Chennai,Bluedart,Road,207.7,133.28,3.23,3601.48,Yes,0.2008668200545776,0.6138567914984454,0.27818112342376766,0.34338615486285884
SHIP100432,Kolkata,Bangalore,Delhivery,Air,462.6,28.74,6.82,3683.14,Yes,0.4736476001926268,0.128729871455752,0.6439943956183926,0.35193856113043415
SHIP100068,Bangalore,Bangalore,Ekart,Road,341.0,40.02,5.25,3791.15,Yes,0.3435175771844401,0.18107568796695903,0.4840147751878741,0.36325065274151436
SHIP100486,Mumbai,Kolkata,Bluedart,Road,392.6,47.45,5.84,3781.25,Yes,0.3987372251056772,0.21555524618311755,0.5441345051585785,0.3622138070147326
SHIP100167,Pune,Delhi,Bluedart,Air,525.5,46.15,5.79,5295.83,Yes,0.5409599229493286,0.20952248364193232,0.5390396127881798,0.5208386353853454
SHIP100392,Mumbai,Mumbai,Ekart,Road,564.2,116.29,6.94,5729.08,Yes,0.5823746588902564,0.5350132256717249,0.6562221373073494,0.5662137274184951
SHIP100218,Mumbai,Delhi,Dtdc,Road,362.0,80.13,4.47,4670.51,Yes,0.36599068971052495,0.3672096152953733,0.4045344542096548,0.4553476889337142
SHIP100042,Kolkata,Chennai,Delhivery,Road,547.5,50.49,6.58,4579.07,Yes,0.5645031836909413,0.22966262935635065,0.6195389122404789,0.4457710047663484
SHIP100366,Chennai,Kolkata,Dtdc,Air,669.1,29.28,8.05,5679.21,Yes,0.694633206699128,0.13123578820362894,0.7693287479302,0.5609907479846965
SHIP100345,Chennai,Chennai,Dtdc,Rail,396.8,141.05,6.15,5783.54,Yes,0.4032318476108942,0.6499141491484524,0.5757228378550503,0.5719174262347104
SHIP100072,Mumbai,Pune,Bluedart,Road,838.3,70.405,9.73,7895.33,Yes,0.8757022847664403,0.32207991090073784,0.9405171315755955,0.7930891875842438
SHIP100023,Bangalore,Delhi,Bluedart,Rail,718.3,85.86,9.05,8038.72,No,0.7472844989030982,0.39380017634228964,0.8712265953381735,0.8081066935199237
SHIP100398,Hyderabad,Bangalore,Dtdc,Air,426.1,148.42,4.84,6029.59,Yes,0.43458719032586024,0.6841152721704022,0.442236657750605,0.5976867081614422
SHIP100185,Mumbai,Mumbai,Xpressbees,Road,811.1,54.43,8.04,7515.96,Yes,0.8465942533040828,0.24794654044271194,0.7683097694561201,0.7533570498701848
SHIP100348,Mumbai,Chennai,Ekart,Road,268.8,65.54,4.96,3596.86,Yes,0.2662528760233293,0.2995034572369948,0.4544643994395618,0.342902293523694
SHIP100103,Bangalore,Pune,Xpressbees,Road,839.7,67.09,8.45,7111.81,Yes,0.8772004922681793,0.30669636642071557,0.8100878868933893,0.7110296558824238
SHIP100407,Kolkata,Mumbai,Bluedart,Air,484.3,46.17,5.66,4269.09,Yes,0.49686981646958117,0.20961529537333518,0.5257928926251433,0.41330621301000503
